dt,open,high,low,close,volume
2021-02-23,1777.42,1782.39,1355.0,1577.89,2547837.82068
2021-02-24,1577.79,1712.7,1500.2,1623.39,1384388.81727
2021-02-25,1623.16,1671.59,1459.16,1481.75,1032670.79409
2021-02-26,1482.08,1562.25,1400.0,1444.59,1355973.29378
2021-02-27,1444.56,1529.0,1425.0,1458.13,927423.0475
2021-02-28,1458.27,1468.75,1293.18,1419.18,1410207.56284
2021-03-01,1418.67,1572.0,1409.91,1569.86,1094695.17839
2021-03-02,1570.0,1602.9,1455.52,1486.78,1061142.38743
2021-03-03,1486.79,1656.94,1475.47,1567.69,1054846.31471
2021-03-04,1567.68,1624.87,1506.36,1539.23,946365.67088
2021-03-05,1539.22,1548.96,1441.66,1528.31,910786.28976
2021-03-06,1528.08,1671.58,1513.03,1650.35,1013300.93928
2021-03-07,1650.68,1734.16,1630.35,1726.16,848470.78136
2021-03-08,1726.46,1843.59,1664.96,1833.18,1149711.39987
2021-03-09,1833.22,1870.77,1798.2,1870.51,857229.47855
2021-03-10,1870.5,1877.69,1757.0,1795.12,937230.62831
2021-03-11,1795.28,1846.7,1725.0,1825.78,909011.4961
2021-03-12,1825.78,1841.88,1719.72,1766.1,869564.6361
2021-03-13,1766.13,1944.3,1727.75,1922.35,926283.22642
2021-03-14,1922.35,1933.1,1836.0,1848.1,637963.63627
2021-03-15,1848.1,1891.76,1730.0,1793.48,1025326.79658
2021-03-16,1793.99,1819.5,1711.68,1805.12,764993.40147
2021-03-17,1805.01,1838.88,1741.18,1823.58,658349.44843
2021-03-18,1823.58,1850.0,1759.04,1776.08,603721.61056
2021-03-19,1775.92,1840.61,1733.47,1809.1,500258.42875
2021-03-20,1809.01,1868.83,1800.86,1806.1,451556.10639
2021-03-21,1806.57,1817.16,1747.0,1782.98,465953.98749
2021-03-22,1783.23,1807.51,1655.15,1680.97,582727.49081
2021-03-23,1681.17,1721.17,1650.0,1668.08,577213.99589
2021-03-24,1668.2,1740.86,1536.92,1581.84,753834.52393
2021-03-25,1581.88,1622.0,1549.4,1585.74,701697.00258
2021-03-26,1585.83,1699.93,1585.79,1698.84,515470.92907
2021-03-27,1698.84,1732.67,1666.41,1712.63,443845.49957
2021-03-28,1712.52,1725.66,1661.4,1687.01,348895.51314
2021-03-29,1687.16,1841.0,1677.85,1816.74,647724.46387
2021-03-30,1816.76,1859.13,1786.3,1840.46,568842.00526
2021-03-31,1840.41,1947.29,1768.15,1919.37,746995.8591
2021-04-01,1919.37,1984.77,1885.02,1968.05,741585.07266
2021-04-02,1968.05,2146.0,1948.48,2133.69,846197.93215
2021-04-03,2133.69,2138.12,1996.3,2008.52,770176.32192
2021-04-04,2008.59,2091.83,1975.24,2075.69,514345.76554
2021-04-05,2075.7,2130.64,2002.15,2107.38,684923.61494
2021-04-06,2107.43,2151.0,2044.65,2112.21,673386.05575
2021-04-07,2112.22,2129.01,1930.01,1963.47,892984.90422
2021-04-08,1963.46,2084.61,1947.35,2080.46,501355.998
2021-04-09,2080.39,2100.0,2047.57,2066.87,426387.4379
2021-04-10,2067.19,2200.0,2058.0,2133.49,655458.20894
2021-04-11,2133.49,2165.02,2113.4,2151.36,392265.50773
2021-04-12,2151.42,2203.46,2102.0,2137.69,579093.35694
2021-04-13,2137.86,2318.0,2135.53,2299.19,782608.6209
2021-04-14,2299.19,2447.29,2281.33,2432.6,972931.60866
2021-04-15,2432.59,2543.47,2400.0,2514.04,681950.96645
2021-04-16,2514.04,2548.29,2300.0,2422.67,999163.75205
2021-04-17,2422.38,2495.0,2310.0,2317.6,624232.25568
2021-04-18,2317.65,2340.0,1946.8,2235.64,1475383.69204
2021-04-19,2235.65,2300.0,2080.0,2161.12,820592.26555
2021-04-20,2161.12,2346.62,2055.0,2330.03,992240.809
2021-04-21,2330.26,2469.54,2235.16,2357.06,1177885.8617
2021-04-22,2357.06,2644.47,2303.44,2397.94,2220753.09746
2021-04-23,2397.94,2442.89,2107.0,2367.39,2532242.44185
2021-04-24,2367.39,2368.74,2154.8,2213.35,997688.94623
2021-04-25,2214.08,2356.64,2168.0,2320.49,857517.38218
2021-04-26,2320.44,2542.8,2303.64,2532.6,1076469.01367
2021-04-27,2532.06,2680.0,2480.29,2666.13,771728.46451
2021-04-28,2666.13,2760.0,2559.44,2748.24,999383.1852
2021-04-29,2748.23,2798.0,2668.0,2757.04,863890.01069
2021-04-30,2757.04,2798.3,2723.09,2772.42,695339.20482
2021-05-01,2772.42,2954.28,2743.41,2944.77,690260.07741
2021-05-02,2944.83,2985.0,2852.26,2949.56,571982.5445
2021-05-03,2949.33,3454.0,2949.32,3431.04,1329088.0628
2021-05-04,3431.04,3527.0,3160.0,3239.01,1826039.38558
2021-05-05,3239.01,3549.34,3200.23,3524.26,1174816.73588
2021-05-06,3524.33,3605.4,3376.47,3489.73,920592.57706
2021-05-07,3489.74,3587.0,3353.23,3479.53,760544.64781
2021-05-08,3479.79,3958.33,3449.27,3910.26,1130467.54852
2021-05-09,3910.26,3983.65,3726.08,3923.95,1000401.0082
2021-05-10,3923.95,4208.0,3650.0,3945.88,1505897.92612
2021-05-11,3946.63,4180.22,3771.64,4173.45,1095927.10403
2021-05-12,4173.46,4372.72,3701.58,3823.21,1601842.74017
2021-05-13,3810.15,4034.77,3500.0,3717.91,2068708.17427
2021-05-14,3717.92,4173.28,3691.35,4075.01,1153390.42631
2021-05-15,4075.02,4134.05,3632.0,3646.68,1039174.88082
2021-05-16,3646.24,3879.0,3343.06,3582.1,1324065.65875
2021-05-17,3581.81,3587.06,3102.0,3282.51,1904012.43998
2021-05-18,3282.25,3565.71,3240.0,3375.07,1287110.84143
2021-05-19,3375.08,3441.73,1888.0,2438.92,4309836.31939
2021-05-20,2438.92,2990.05,2155.0,2768.62,2942777.9301
2021-05-21,2767.87,2938.54,2101.0,2430.98,2727031.93514
2021-05-22,2430.98,2485.0,2145.0,2294.87,1684318.01157
2021-05-23,2295.45,2381.57,1728.74,2096.39,2914548.73125
2021-05-24,2096.63,2675.0,2079.94,2648.43,2186632.92245
2021-05-25,2647.92,2750.0,2378.54,2705.11,2115349.50445
2021-05-26,2705.1,2910.0,2643.0,2884.94,1583799.59251
2021-05-27,2884.82,2889.74,2633.68,2742.23,1099029.91206
2021-05-28,2742.23,2762.45,2327.38,2412.1,1554584.61362
2021-05-29,2412.34,2574.27,2204.1,2278.74,1379427.18851
2021-05-30,2278.74,2476.42,2180.53,2385.98,1151113.19883
2021-05-31,2385.82,2720.0,2271.44,2706.15,1307958.04068
2021-06-01,2706.15,2740.0,2523.74,2634.57,1179577.10806
2021-06-02,2634.31,2802.99,2550.0,2706.22,970070.53563
2021-06-03,2706.21,2891.95,2662.4,2857.25,1024290.89423
2021-06-04,2857.25,2860.0,2552.0,2689.51,1188314.11191
2021-06-05,2689.54,2816.87,2552.23,2627.73,961824.12413
2021-06-06,2627.63,2745.0,2614.0,2711.92,673792.69369
2021-06-07,2711.92,2847.55,2570.0,2592.05,1152128.07856
2021-06-08,2592.05,2620.99,2304.91,2507.23,1693747.42759
2021-06-09,2507.43,2626.63,2405.28,2610.18,1276718.24011
2021-06-10,2610.2,2624.46,2425.11,2471.09,741237.49926
2021-06-11,2471.01,2497.99,2321.37,2354.01,587364.27358
2021-06-12,2354.09,2454.53,2256.22,2370.74,767439.4984
2021-06-13,2370.64,2548.41,2308.41,2509.33,715948.75986
2021-06-14,2509.33,2609.17,2461.0,2580.77,684183.55622
2021-06-15,2580.58,2640.0,2507.7,2543.54,599826.64933
2021-06-16,2543.55,2556.19,2351.18,2367.89,624741.78358
2021-06-17,2368.02,2460.5,2306.0,2373.28,560667.58566
2021-06-18,2373.28,2378.0,2139.0,2234.09,778905.20197
2021-06-19,2234.09,2278.82,2161.67,2164.67,496872.24997
2021-06-20,2165.34,2280.01,2040.68,2243.47,743883.64741
2021-06-21,2243.49,2260.16,1865.54,1885.49,1629819.66576
2021-06-22,1885.27,1998.0,1700.48,1879.28,1695338.08052
2021-06-23,1879.29,2045.0,1821.95,1968.14,918612.30494
2021-06-24,1967.95,2036.61,1884.79,1989.52,701231.67478
2021-06-25,1989.53,2019.99,1791.22,1808.82,858808.54767
2021-06-26,1808.97,1852.8,1717.32,1829.64,832315.14904
2021-06-27,1829.84,1984.5,1804.26,1982.28,696055.79307
2021-06-28,1982.27,2145.0,1960.52,2084.41,1044244.68308
2021-06-29,2084.42,2245.0,2073.57,2165.33,831257.23277
2021-06-30,2165.46,2287.78,2087.99,2275.68,910583.6032
2021-07-01,2275.68,2275.93,2073.12,2106.41,787865.25137
2021-07-02,2106.41,2160.0,2018.5,2154.13,672282.37476
2021-07-03,2153.95,2240.0,2112.01,2226.99,569264.801
2021-07-04,2226.99,2389.93,2189.58,2322.69,590656.25069
2021-07-05,2322.69,2324.64,2157.32,2196.53,781806.31605
2021-07-06,2196.85,2350.0,2193.0,2322.5,785330.17152
2021-07-07,2322.51,2409.0,2291.9,2316.57,666501.35572
2021-07-08,2316.25,2325.6,2084.79,2116.33,880265.04124
2021-07-09,2116.32,2189.4,2046.51,2146.99,738611.36304
2021-07-10,2146.99,2194.82,2074.16,2110.69,499071.85904
2021-07-11,2110.68,2174.0,2081.02,2140.45,342294.40302
2021-07-12,2140.54,2167.83,2006.68,2031.58,540630.10742
2021-07-13,2031.57,2047.35,1918.0,1940.15,647388.24969
2021-07-14,1940.44,2019.18,1865.0,1994.58,690505.60937
2021-07-15,1994.41,2042.88,1881.0,1919.51,645271.32563
2021-07-16,1919.54,1965.0,1850.0,1876.26,577068.89724
2021-07-17,1876.47,1919.19,1844.45,1899.59,430300.51578
2021-07-18,1899.5,1993.79,1877.1,1891.64,534837.63654
2021-07-19,1891.65,1919.0,1805.0,1818.73,547419.93771
2021-07-20,1818.73,1841.34,1706.0,1786.03,786257.272
2021-07-21,1786.03,2035.23,1747.55,1995.5,1115949.82033
2021-07-22,1995.5,2046.0,1947.62,2024.56,768854.3659
2021-07-23,2024.27,2130.9,1993.22,2124.25,708160.91322
2021-07-24,2124.26,2199.5,2105.58,2184.75,633075.18592
2021-07-25,2184.9,2197.41,2105.93,2189.79,535630.27
2021-07-26,2189.82,2433.65,2171.57,2228.08,1393738.163
2021-07-27,2227.81,2319.26,2150.5,2299.49,906359.23478
2021-07-28,2299.47,2345.0,2243.15,2300.9,718202.57727
2021-07-29,2300.9,2400.0,2266.12,2382.92,499364.83496
2021-07-30,2382.93,2471.7,2315.92,2461.81,762577.28797
2021-07-31,2461.77,2553.86,2420.68,2531.05,507601.05026
2021-08-01,2531.1,2697.61,2511.24,2555.69,853495.94078
2021-08-02,2555.5,2666.0,2507.0,2606.93,726701.84952
2021-08-03,2606.92,2632.44,2442.32,2509.04,792960.84375
2021-08-04,2508.51,2772.71,2457.68,2724.78,954590.7536
2021-08-05,2724.55,2843.98,2529.91,2826.99,1307720.20654
2021-08-06,2827.01,2946.75,2720.06,2891.58,825399.48637
2021-08-07,2891.54,3171.0,2865.5,3160.31,1205277.10095
2021-08-08,3160.48,3189.99,2949.03,3011.85,966349.70579
2021-08-09,3011.84,3186.0,2893.23,3160.52,1129584.61614
2021-08-10,3160.51,3233.0,3051.22,3141.66,880675.74443
2021-08-11,3141.14,3274.0,3120.27,3160.5,732546.60433
2021-08-12,3160.4,3239.0,2979.29,3045.96,737628.45808
2021-08-13,3046.11,3327.83,3033.8,3322.32,579333.40323
2021-08-14,3322.33,3330.98,3200.0,3263.16,486102.53787
2021-08-15,3263.16,3320.0,3111.13,3307.09,565579.67765
2021-08-16,3307.35,3335.0,3135.22,3146.53,635667.05422
2021-08-17,3147.18,3290.0,2991.89,3011.72,804996.06971
2021-08-18,3011.73,3125.81,2950.0,3014.55,625103.25568
2021-08-19,3014.18,3188.0,2958.33,3184.12,634769.92174
2021-08-20,3184.11,3300.0,3177.16,3284.82,558127.4554
2021-08-21,3284.81,3309.16,3207.0,3223.43,421156.09084
2021-08-22,3223.36,3272.0,3126.42,3238.0,406479.07654
2021-08-23,3238.0,3377.89,3230.02,3321.28,602103.44614
2021-08-24,3321.28,3357.85,3147.31,3170.62,540480.07853
2021-08-25,3170.63,3248.0,3080.0,3226.87,483697.69444
2021-08-26,3226.88,3250.0,3053.3,3093.2,442298.47372
2021-08-27,3093.06,3280.0,3060.18,3273.45,451027.80711
2021-08-28,3273.89,3287.0,3210.31,3244.48,262360.34921
2021-08-29,3244.75,3285.0,3152.34,3223.47,335806.7827
2021-08-30,3223.47,3347.95,3143.0,3229.64,625347.27541
2021-08-31,3229.14,3476.0,3188.77,3429.2,863071.13092
2021-09-01,3429.19,3842.0,3382.22,3826.82,845759.95868
2021-09-02,3826.82,3836.8,3717.04,3785.82,525165.7996
2021-09-03,3785.82,4027.88,3705.05,3938.11,655903.75739
2021-09-04,3938.11,3970.0,3832.5,3885.52,364478.1193
2021-09-05,3885.61,3980.0,3830.0,3950.29,365759.8597
2021-09-06,3950.28,3970.0,3864.3,3926.77,397768.5783
2021-09-07,3926.67,3947.15,3005.0,3434.57,1203536.00209
2021-09-08,3434.84,3560.0,3215.16,3499.0,780611.7657
2021-09-09,3499.01,3567.06,3390.4,3424.93,628553.8831
2021-09-10,3424.94,3514.11,3150.0,3208.86,633026.2659
2021-09-11,3208.85,3348.37,3200.0,3267.21,413524.1761
2021-09-12,3267.1,3474.16,3231.1,3404.21,408858.9595
2021-09-13,3404.3,3430.3,3108.49,3285.35,647855.7199
2021-09-14,3285.09,3437.05,3269.95,3434.37,373634.9026
2021-09-15,3434.37,3616.16,3357.78,3613.55,428507.5278
2021-09-16,3613.55,3676.28,3481.14,3567.98,467985.4919
2021-09-17,3567.97,3594.17,3350.07,3399.81,398888.3705
2021-09-18,3399.89,3541.96,3368.88,3435.64,315162.7627
2021-09-19,3435.64,3456.53,3277.74,3328.62,312948.0013
2021-09-20,3328.57,3347.82,2913.39,2977.28,917939.57849
2021-09-21,2977.32,3105.83,2652.0,2765.9,971519.88941
2021-09-22,2766.72,3088.88,2737.54,3076.92,677457.64825
2021-09-23,3076.92,3174.5,3033.85,3152.5,459293.8858
2021-09-24,3152.41,3158.52,2733.0,2928.53,932090.8856
2021-09-25,2928.22,2967.52,2801.57,2921.73,491974.0226
2021-09-26,2921.84,3115.51,2738.17,3059.37,703594.478
2021-09-27,3059.36,3164.94,2922.71,2925.59,510130.7319
2021-09-28,2924.76,2970.82,2789.0,2804.91,511325.4643
2021-09-29,2805.15,2950.0,2782.0,2850.45,411305.0893
2021-09-30,2850.45,3048.42,2837.19,3000.61,506896.7612
2021-10-01,3000.62,3330.0,2969.07,3309.91,648714.6151
2021-10-02,3309.91,3469.0,3257.0,3387.76,422551.1811
2021-10-03,3387.77,3488.0,3342.51,3417.73,360586.8905
2021-10-04,3417.73,3437.19,3270.0,3386.31,485204.642
2021-10-05,3386.31,3545.0,3363.78,3515.27,393900.8818
2021-10-06,3515.48,3632.11,3342.0,3574.89,618265.5402
2021-10-07,3574.88,3653.98,3470.8,3587.47,486102.3591
2021-10-08,3587.47,3695.0,3532.0,3563.13,403597.1437
2021-10-09,3563.13,3635.0,3538.07,3574.82,361906.7514
2021-10-10,3574.83,3604.0,3405.0,3414.22,580223.6302
2021-10-11,3414.22,3623.8,3371.0,3542.12,493521.882
2021-10-12,3542.12,3547.11,3403.21,3491.46,409377.1918
2021-10-13,3491.43,3613.0,3412.7,3607.42,393463.1222
2021-10-14,3607.41,3824.0,3586.04,3790.82,481894.1473
2021-10-15,3790.82,3907.77,3734.1,3868.99,504321.732
2021-10-16,3868.38,3971.0,3803.56,3829.96,373727.8549
2021-10-17,3829.96,3919.19,3640.0,3846.85,368898.9831
2021-10-18,3847.0,3893.14,3676.0,3744.96,401819.9734
2021-10-19,3744.96,3886.89,3732.0,3877.03,341268.3723
2021-10-20,3876.98,4169.0,3828.05,4161.15,537383.09732
2021-10-21,4161.37,4375.0,4013.13,4052.99,798566.55805
2021-10-22,4053.0,4167.41,3888.0,3972.2,463222.5428
2021-10-23,3972.19,4172.0,3937.51,4167.12,326576.9601
2021-10-24,4167.13,4186.57,3961.5,4082.33,350115.8386
2021-10-25,4082.33,4236.0,4067.71,4220.37,347438.6534
2021-10-26,4220.36,4297.0,4090.21,4131.52,414498.1599
2021-10-27,4131.52,4307.0,3931.59,4023.66,528296.9879
